Rank,N-gram,TF-IDF Score
282,donald trump menandatangani,0.002197277862186803
283,donald trump mengenakan,0.0021963436931048217
284,neraca perdagangan indonesia,0.002193690747498765
285,dagang jamieson greer,0.002192230109075967
286,perang tarif trump,0.0021849604617871577
287,beberapa minggu terakhir,0.0021839330983846267
288,barang kanada meksiko,0.00218218240040011
289,meksiko claudia sheinbaum,0.002174026651896183
290,gedung putih karoline,0.002172164771835117
291,negara negara memiliki,0.0021715283916767486
292,mendalam bbc news,0.002168605528840906
293,indonesia langsung whatsapp,0.002168605528840906
294,news indonesia langsung,0.002168605528840906
295,liputan mendalam bbc,0.002168605528840906
296,indonesia dikenakan tarif,0.0021642554813198164
297,resiprokal timbal balik,0.0021619218123055217
298,donald trump menetapkan,0.002161296879677553
299,kebijakan tarif timbal,0.0021606762040974627
300,perang tarif china,0.002158695513623609
