N-gram,TF-IDF Score,Type
masa jabatan pertama,0.0037180619262398833,Trigram
negara negara tersebut,0.003703901144053826,Trigram
trump menetapkan tarif,0.003695934398371478,Trigram
dilarang keras mengambil,0.0036914786411812108,Trigram
jepang korea selatan,0.003689889252140007,Trigram
kedua negara tersebut,0.003670003120786345,Trigram
rantai pasok global,0.00361928734755002,Trigram
impor barang barang,0.0036190453829722867,Trigram
trump menandatangani perintah,0.003615412062953261,Trigram
tarif impor china,0.003607663349838943,Trigram
pengindeksan otomatis situs,0.0035788196119626815,Trigram
mengambil pengindeksan otomatis,0.0035788196119626815,Trigram
otomatis situs web,0.0035788196119626815,Trigram
keras mengambil pengindeksan,0.0035788196119626815,Trigram
situs web izin,0.0035788196119626815,Trigram
web izin tertulis,0.0035788196119626815,Trigram
juru bicara kementerian,0.003566983830093592,Trigram
memberlakukan tarif impor,0.003553151936335745,Trigram
penerapan tarif resiprokal,0.003547776594612282,Trigram
impor amerika serikat,0.003542019421284974,Trigram
tarif impor baja,0.0035236663701447846,Trigram
impor kanada meksiko,0.0035000591749424635,Trigram
negara asia tenggara,0.00348251214841452,Trigram
pertumbuhan ekonomi global,0.003466379234429756,Trigram
negeri tirai bambu,0.003466261425633425,Trigram
tarif impor barang,0.0034658846702707207,Trigram
waktu baca menit,0.0034612418855328483,Trigram
wib waktu baca,0.0034612418855328483,Trigram
keuangan sri mulyani,0.0034530708151285817,Trigram
menteri keuangan sri,0.0034530708151285817,Trigram
memicu perang dagang,0.0034362650767387837,Trigram
donald trump mengatakan,0.003426622850583788,Trigram
negara negara asia,0.003424190111729097,Trigram
tarif impor presiden,0.0034216101458396514,Trigram
perang dagang global,0.003406798623166724,Trigram
mengumumkan kebijakan tarif,0.0034001116558720094,Trigram
sri mulyani indrawati,0.003371271173993466,Trigram
tarif impor persen,0.0033517286495199864,Trigram
akibat kebijakan tarif,0.0032976328184216577,Trigram
donald trump resmi,0.003291017512555672,Trigram
hubungan kerja phk,0.003238633390666116,Trigram
presiden china jinping,0.0032342990782713056,Trigram
barang barang asal,0.003226597608692986,Trigram
dampak tarif trump,0.0032235586019701357,Trigram
memangkas suku bunga,0.003207866241886447,Trigram
daya saing produk,0.0032005061572971966,Trigram
harga emas dunia,0.0031898606857731445,Trigram
komponen negeri tkdn,0.0031703981612438343,Trigram
daya beli masyarakat,0.0031152085026611973,Trigram
perjanjian perdagangan bebas,0.0030973649188686114,Trigram
menerapkan tarif impor,0.0030913384604099254,Trigram
dampak perang dagang,0.0030672879421436185,Trigram
tarif impor produk,0.00306630917566871,Trigram
wakil perdana menteri,0.003058449768705467,Trigram
pemerintahan presiden donald,0.0030534273321422348,Trigram
tarif resiprokal sebesar,0.003040174679832024,Trigram
tarif atas barang,0.003031989304835704,Trigram
pemerintahan donald trump,0.003023414133675585,Trigram
diumumkan presiden donald,0.0030181802311860743,Trigram
indonesia menjadi salah,0.0030167805866679323,Trigram
badan pusat statistik,0.0029882943339964037,Trigram
mengenakan tarif barang,0.002979793474117078,Trigram
beberapa bulan terakhir,0.0029748892099656565,Trigram
tingkat komponen negeri,0.0029627243607117625,Trigram
perang dagang trump,0.00296232404960104,Trigram
menandatangani perintah eksekutif,0.00295204146533992,Trigram
sebesar barang barang,0.002926561442587932,Trigram
trump mengumumkan kebijakan,0.0029260454737621107,Trigram
kebijakan tarif tinggi,0.0029246123941003006,Trigram
masing masing negara,0.0029171516627792228,Trigram
terkait kebijakan tarif,0.002894779631281842,Trigram
mitra dagang terbesar,0.0028877533169231616,Trigram
mengenakan tarif sebesar,0.0028867850646787188,Trigram
impor sebesar persen,0.002875864427295399,Trigram
selama beberapa dekade,0.0028756183856115123,Trigram
tarif baru trump,0.002873250938294342,Trigram
amerika serikat trump,0.002873064470959421,Trigram
kantor perwakilan dagang,0.0028677718282961724,Trigram
tarif presiden trump,0.002861864634771978,Trigram
barang impor china,0.0028572702610224943,Trigram
sejumlah negara termasuk,0.002848880137374938,Trigram
kerja sama ekonomi,0.0028433329661159265,Trigram
penerapan tarif impor,0.0028296253798006134,Trigram
pasar amerika serikat,0.002822601948365628,Trigram
tarif impor amerika,0.0027778570433171735,Trigram
suku bunga acuan,0.002776957857774821,Trigram
diversifikasi pasar ekspor,0.0027693416532430055,Trigram
tarif donald trump,0.002765802778938952,Trigram
dewan ekonomi nasional,0.002757022007728525,Trigram
mengumumkan tarif baru,0.002753408208722705,Trigram
jabatan pertama trump,0.002751685232000866,Trigram
timbal balik resiprokal,0.0027384336251928287,Trigram
daya saing ekspor,0.002736649883479644,Trigram
pemangkasan suku bunga,0.0027351377362052035,Trigram
praktik perdagangan adil,0.002723416010739877,Trigram
perdagangan luar negeri,0.00272145819672328,Trigram
dana moneter internasional,0.0027163143398231827,Trigram
selama masa jabatan,0.0027028887692931826,Trigram
presiden amerika serikatdonald,0.002681202200530947,Trigram
sumber daya alam,0.0026810224762157855,Trigram
level terendah sejak,0.002675245625610148,Trigram
menetapkan tarif impor,0.0026666564883290286,Trigram
tekstil alas kaki,0.002655456555205783,Trigram
melindungi industri negeri,0.0026546855977664843,Trigram
tarif tambahan sebesar,0.002647823530663826,Trigram
presiden komisi eropa,0.002645757512264364,Trigram
perang dagang amerika,0.0026428316026635874,Trigram
donald trump memberlakukan,0.0026404590696818856,Trigram
jakarta kebijakan tarif,0.002633363385576122,Trigram
perdana menteri kanada,0.0026333500817679635,Trigram
bea masuk tinggi,0.002627394956064133,Trigram
tarif negara negara,0.0026202361832251206,Trigram
donald trump mulai,0.00257480612303709,Trigram
diberlakukan presiden donald,0.0025740747622846985,Trigram
semua barang impor,0.0025737847007520805,Trigram
rantai pasokan global,0.0025594164295393634,Trigram
platform truth social,0.002556925552922709,Trigram
tarif kanada meksiko,0.0025543086439800446,Trigram
produk produk china,0.0025493055356093823,Trigram
luar negeri china,0.0025353892749998288,Trigram
tarif baja aluminium,0.002533221495144119,Trigram
produk ekspor indonesia,0.002529985729275372,Trigram
keadaan darurat nasional,0.002523324715252175,Trigram
tarif resiprokal trump,0.0025230775160354755,Trigram
mengenakan bea masuk,0.002521657358759862,Trigram
komisi eropa leyen,0.0025080476544216863,Trigram
proyeksi pertumbuhan ekonomi,0.002506271575397332,Trigram
miliar setara triliun,0.0025040210980645148,Trigram
meningkatkan daya saing,0.002503756373937267,Trigram
menunda penerapan tarif,0.0024827591306410507,Trigram
mengganggu rantai pasokan,0.0024792721566045256,Trigram
mengumumkan tarif impor,0.002475418686371053,Trigram
defisit perdagangan barang,0.002461014938830439,Trigram
mencapai usd miliar,0.0024593441169452088,Trigram
diberlakukan presiden amerika,0.0024536172900908168,Trigram
sebesar persen produk,0.0024508372305683474,Trigram
pusat statistik bps,0.0024492316484355974,Trigram
defisit neraca perdagangan,0.0024366319572150115,Trigram
ketidakpastian ekonomi global,0.002434057244647697,Trigram
negara negara berkembang,0.0024320399937456318,Trigram
timbal balik sebesar,0.0024315605158511896,Trigram
bea masuk tambahan,0.0024261215648466077,Trigram
negara ekonomi terbesar,0.0024212903486623416,Trigram
negara negara asean,0.0024202361256684063,Trigram
sebesar persen barang,0.002419263995463666,Trigram
sebagian besar negara,0.0024189159881008327,Trigram
logam tanah jarang,0.002412361320939999,Trigram
suku cadang mobil,0.0024092674422792476,Trigram
meksiko kanada china,0.002408016505334797,Trigram
akun media sosial,0.0024057341471656695,Trigram
pengadilan perdagangan internasional,0.0023949190606852386,Trigram
timbal balik trump,0.0023903189051195117,Trigram
tarif barang impor,0.002376666403091099,Trigram
terdampak kebijakan tarif,0.002371464908656412,Trigram
pejabat gedung putih,0.0023654448084167385,Trigram
periode sama tahun,0.0023624762305819763,Trigram
baru amerika serikat,0.0023607844212807584,Trigram
april wib waktu,0.002357816012534736,Trigram
tarif selama hari,0.002356605608728517,Trigram
tarif persen impor,0.002342488830986062,Trigram
bbc news indonesia,0.0023400636481685166,Trigram
perwakilan dagang jamieson,0.0023334386905852884,Trigram
memberlakukan tarif baru,0.0023273933758832296,Trigram
kebijakan luar negeri,0.0023227182001583956,Trigram
airlangga konferensi pers,0.002322477266850966,Trigram
perdagangan uni eropa,0.0023201987633395455,Trigram
pasar keuangan global,0.0023167044310533303,Trigram
berbagai negara termasuk,0.0023166237032752617,Trigram
sebagian besar tarif,0.002314517077806948,Trigram
tarif dasar sebesar,0.002305175932628405,Trigram
pemerintahan presiden amerika,0.0022932417099117463,Trigram
donald trump mengancam,0.002289702916345529,Trigram
resiprokal amerika serikat,0.0022875879328133463,Trigram
dikenakan tarif impor,0.0022842564731672538,Trigram
mengancam mengenakan tarif,0.0022796515210057127,Trigram
menko perekonomian airlangga,0.002279280215907765,Trigram
harga minyak mentah,0.002278875585669447,Trigram
negara dikenakan tarif,0.0022743735129636357,Trigram
bicara kementerian luar,0.0022713462891850874,Trigram
mengenakan tarif tinggi,0.0022695294968617854,Trigram
industri padat karya,0.0022641296286636265,Trigram
ekonomi amerika serikat,0.0022583573877979876,Trigram
pers gedung putih,0.002256701146955717,Trigram
states trade representative,0.0022460537577604182,Trigram
trade representative ustr,0.0022397716754589316,Trigram
harga saham gabungan,0.0022384628519401496,Trigram
harga barang barang,0.002236351462638087,Trigram
selama bertahun tahun,0.002228293993151768,Trigram
negara negara eropa,0.0022279523425429433,Trigram
tarif perang dagang,0.002227596909888832,Trigram
penurunan suku bunga,0.0022266426432753037,Trigram
ekspor amerika serikat,0.0022208433924726643,Trigram
indonesia salah satu,0.0022158242667916707,Trigram
selama hari depan,0.0022142632823346064,Trigram
kamis waktu setempat,0.002212155261112007,Trigram
bertanggung jawab atas,0.0022117417623114008,Trigram
negara tujuan ekspor,0.002210407022455097,Trigram
impor presiden amerika,0.002206782682373687,Trigram
eskalasi perang dagang,0.002202801539057828,Trigram
donald trump menandatangani,0.002197277862186803,Trigram
donald trump mengenakan,0.0021963436931048217,Trigram
neraca perdagangan indonesia,0.002193690747498765,Trigram
dagang jamieson greer,0.002192230109075967,Trigram
perang tarif trump,0.0021849604617871577,Trigram
beberapa minggu terakhir,0.0021839330983846267,Trigram
barang kanada meksiko,0.00218218240040011,Trigram
meksiko claudia sheinbaum,0.002174026651896183,Trigram
gedung putih karoline,0.002172164771835117,Trigram
negara negara memiliki,0.0021715283916767486,Trigram
mendalam bbc news,0.002168605528840906,Trigram
indonesia langsung whatsapp,0.002168605528840906,Trigram
news indonesia langsung,0.002168605528840906,Trigram
liputan mendalam bbc,0.002168605528840906,Trigram
indonesia dikenakan tarif,0.0021642554813198164,Trigram
resiprokal timbal balik,0.0021619218123055217,Trigram
donald trump menetapkan,0.002161296879677553,Trigram
kebijakan tarif timbal,0.0021606762040974627,Trigram
perang tarif china,0.002158695513623609,Trigram
