url,judul,channel
https://www.bloombergtechnoz.com/detail-news/67142/perang-tarif-donald-trump-berisiko-akhiri-tahun-tahun-disinflasi,Perang Tarif Donald Trump Berisiko Akhiri Tahun-Tahun Disinflasi - Bloomberg Technoz,Bloombergtechnoz
https://finance.detik.com/berita-ekonomi-bisnis/d-7842994/vietnam-pangkas-tarif-barang-as-demi-hindari-perang-dagang-trump,Vietnam Pangkas Tarif Barang AS demi Hindari Perang Dagang Trump - detikFinance,Detik
https://www.cnbcindonesia.com/news/20250327050729-4-622117/tok-trump-umumkan-tarif-impor-otomotif-25-harga-mobil-bakal-meroket,"Tok! Trump Umumkan Tarif Impor Otomotif 25%, Harga Mobil Bakal Meroket - CNBC Indonesia",CNBC Indonesia
https://www.bloombergtechnoz.com/detail-news/67085/porsche-mercedes-berpotensi-rugi-rp61-27-t-akibat-tarif-trump,"Porsche & Mercedes Berpotensi Rugi Rp61,27 T Akibat Tarif Trump - Bloomberg Technoz",Bloombergtechnoz
https://www.bloombergtechnoz.com/detail-news/67124/venezuela-banjiri-minyak-ke-china-usai-trump-pasang-sanksi-tarif,Venezuela Banjiri Minyak ke China Usai Trump Pasang Sanksi-Tarif - Bloomberg Technoz,Bloombergtechnoz
https://www.bloombergtechnoz.com/detail-news/67287/trump-picu-kemarahan-sentimen-anti-amerika-meningkat-di-eropa,"Trump Picu Kemarahan, Sentimen Anti-Amerika Meningkat di Eropa - Bloomberg Technoz",Bloombergtechnoz
https://www.bloombergtechnoz.com/detail-news/67117/ekonomi-as-tumbuh-2-4-di-tengah-ketidakpastian-kebijakan-trump/2,"Ekonomi AS Tumbuh 2,4% di Tengah Ketidakpastian Kebijakan Trump - Global - Bloomberg Technoz",Bloombergtechnoz
https://www.bbc.com/indonesia/articles/cnv53q5q2m6o,Apa ancaman dan peluang di balik tarif 'timbal balik' Trump bagi Indonesia? - BBC,BBC
https://www.kompas.id/artikel/mengapa-trump-menerapkan-tarif-ke-banyak-negara-termasuk-indonesia,Mengapa Trump Menerapkan Tarif ke Banyak Negara dan Indonesia? - Kompas.id,Kompas
https://www.tempo.co/ekonomi/kapan-tarif-impor-trump-mulai-berlaku-untuk-indonesia--1227216,Kapan Tarif Impor Trump Mulai Berlaku untuk Indonesia? - Tempo.co,Tempo
https://www.metrotvnews.com/read/kELCzYd9-daftar-11-negara-yang-tidak-kena-tarif-trump,Daftar 11 Negara yang Tidak Kena Tarif Trump - MetroTVNews.com,Metrotvnews
https://www.cnbcindonesia.com/news/20250403184104-4-623487/tarif-trump-bikin-dunia-waswas-dubes-as-buka-suara,"Tarif Trump Bikin Dunia Waswas, Dubes AS Buka Suara - CNBC Indonesia",CNBC Indonesia
https://aceh.antaranews.com/berita/382277/9-produk-ekspor-ri-terdampak-tarif-trump-bagaimana-respon-pemerintah,"9 produk ekspor RI terdampak tarif Trump, bagaimana respon pemerintah? - ANTARA News Aceh",Antara
https://www.dw.com/id/uni-eropa-bersiap-strategi-membalas-tarif-trump/a-72105783,Uni Eropa Siapkan Strategi Solid Balas Tarif Trump - DW.com,Dw
https://www.metrotvnews.com/read/kpLCao8X-10-negara-dengan-tarif-trump-tertinggi-indonesia-berapa,"10 Negara dengan Tarif Trump Tertinggi, Indonesia Berapa? - MetroTVNews.com",Metrotvnews
https://www.cnbcindonesia.com/news/20250403101600-4-623401/senasib-dengan-ri-6-negara-tetangga-ini-juga-kena-tarif-dagang-trump,"Senasib dengan RI, 6 Negara Tetangga Ini Juga Kena Tarif Dagang Trump - CNBC Indonesia",CNBC Indonesia
https://www.bbc.com/indonesia/articles/cn91xd1vxe4o,"Trump umumkan tarif baru AS terhadap sejumlah negara, termasuk Indonesia - BBC",BBC
https://www.kompas.id/artikel/indonesia-dan-tarif-trump,Indonesia dan Tarif Trump - Kompas.id,Kompas
https://www.metrotvnews.com/read/bJEC4YAv-daftar-lengkap-57-negara-yang-kena-tarif-trump-tertinggi-lesotho,"Daftar Lengkap 57 Negara yang Kena Tarif Trump, Tertinggi Lesotho - MetroTVNews.com",Metrotvnews
https://www.kompas.id/artikel/dunia-bereaksi-atas-tarif-trump,"Disapu Tarif Baru oleh Trump, Sejumlah Negara Pilih Jalur Perundingan - Kompas.id",Kompas
https://www.metrotvnews.com/read/kewCMO2y-ini-dia-awal-mula-donald-trump-kenakan-tarif-timbal-balik,Ini Dia Awal Mula Donald Trump Kenakan Tarif Timbal Balik - MetroTVNews.com,Metrotvnews
https://www.kompas.id/artikel/trump-tetapkan-tarif-impor-32-persen-untuk-indonesia,Trump Tetapkan Tarif Impor 32 Persen untuk Indonesia - Kompas.id,Kompas
https://www.metrotvnews.com/read/bw6CgjQZ-kenapa-indonesia-dikenakan-tarif-32-ini-metode-perhitungan-tarif-trump,Kenapa Indonesia Dikenakan Tarif 32%? Ini Metode Perhitungan Tarif Trump - MetroTVNews.com,Metrotvnews
https://www.kompas.id/artikel/penguin-melawan-tarif-trump,Penguin ”Melawan” Tarif Trump - Kompas.id,Kompas
https://www.kompas.id/artikel/industri-karet-terdampak-tarif-impor-as-indonesia-harus-segera-cari-pasar-baru,"Industri Karet Terdampak Tarif Impor AS, Indonesia Harus Segera Cari Pasar Baru - Kompas.id",Kompas
https://www.metrotvnews.com/read/N9nC24W8-tarif-trump-dinilai-jadi-momentum-baru-bagi-rupiah-dan-ekspor,Tarif Trump Dinilai Jadi Momentum Baru bagi Rupiah dan Ekspor - MetroTVNews.com,Metrotvnews
https://news.detik.com/berita/d-7853762/kemlu-respons-tarif-32-trump-terhadap-barang-asal-indonesia-yang-masuk-as,Kemlu Respons Tarif 32% Trump Terhadap Barang Asal Indonesia yang Masuk AS - detikNews,Detik
https://www.cnbcindonesia.com/news/20250403173112-4-623474/ri-kena-tarif-trump-32-negara-tetangga-cuma-10,"RI Kena Tarif Trump 32%, Negara Tetangga Cuma 10%! - CNBC Indonesia",CNBC Indonesia
https://www.metrotvnews.com/read/bJEC4Y9y-kebijakan-tarif-trump-berpotensi-pukul-ekonomi-indonesia,Kebijakan Tarif Trump Berpotensi Pukul Ekonomi Indonesia - MetroTVNews.com,Metrotvnews
https://money.kompas.com/read/2025/04/04/083000426/apa-saja-dampak-kebijakan-tarif-trump-ke-pasar-saham-indonesia?page=all,Apa Saja Dampak Kebijakan Tarif Trump ke Pasar Saham Indonesia? - Kompas.com,Kompas
https://www.kompas.id/artikel/dampak-kebijakan-perdagangan-internasional-amerika-serikat-terhadap-perekonomian-dunia-dan-indonesia,Dampak Kebijakan Perdagangan Internasional Amerika Serikat terhadap Perekonomian Dunia dan Indonesia - Kompas.id,Kompas
https://news.detik.com/berita/d-7854324/gubernur-lemhannas-dorong-pemerintah-perkuat-brics-oecd-hadapi-tarif-trump,Gubernur Lemhannas Dorong Pemerintah Perkuat BRICS-OECD Hadapi Tarif Trump - detikNews,Detik
https://www.metrotvnews.com/read/bzGCRXwA-indonesia-kena-tarif-impor-trump-32-rupiah-terancam-jeblok-ke-rp17-ribu-usd,"Indonesia Kena Tarif Impor Trump 32%, Rupiah Terancam Jeblok ke Rp17 Ribu/USD - MetroTVNews.com",Metrotvnews
https://www.tempo.co/ekonomi/alasan-trump-terapkan-kebijakan-tarif-terbaru-indonesia-dkk-memanfaatkan-as-sejak-lama-1227272,Alasan Trump Terapkan Kebijakan Tarif Terbaru: Indonesia Dkk Memanfaatkan AS sejak Lama - Tempo.co,Tempo
https://www.cnbcindonesia.com/news/20250403213130-4-623513/ini-tiga-senjata-presiden-prabowo-hadapi-tarif-trump,Ini Tiga Senjata Presiden Prabowo Hadapi Tarif Trump - CNBC Indonesia,CNBC Indonesia
https://www.kompas.id/artikel/tarif-resiprokal-as-juga-perhitungkan-segudang-hambatan-nontarif-ri,Tarif Resiprokal AS Juga Perhitungkan Segudang Hambatan Nontarif RI - Kompas.id,Kompas
https://www.cnbcindonesia.com/research/20250404032233-128-623517/trump-incar-indonesia-3800-barang-ri-tak-bisa-nikmati-tarif-0-lagi,Trump Incar Indonesia: 3.800 Barang RI Tak Bisa Nikmati Tarif 0% Lagi? - CNBC Indonesia,CNBC Indonesia
https://news.detik.com/berita/d-7853969/wanti-wanti-legislator-buntut-tarif-trump-ke-indonesia,Wanti-wanti Legislator Buntut Tarif Trump ke Indonesia - detikNews,Detik
https://www.metrotvnews.com/read/N0BC9GZJ-bagi-indonesia-tarif-impor-trump-ganggu-neraca-dagang-dan-investasi,"Bagi Indonesia, Tarif Impor Trump Ganggu Neraca Dagang dan Investasi - MetroTVNews.com",Metrotvnews
https://news.detik.com/berita/d-7853993/9-poin-pernyataan-indonesia-sikapi-tarif-32-donald-trump,9 Poin Pernyataan Indonesia Sikapi Tarif 32% Donald Trump - detikNews,Detik
https://www.cnbcindonesia.com/news/20250403095129-4-623398/ri-kena-tarif-trump-32-pemerintah-umumkan-keputusan-genting-hari-ini,"RI Kena Tarif Trump 32%, Pemerintah Umumkan Keputusan Genting Hari Ini - CNBC Indonesia",CNBC Indonesia
https://news.detik.com/internasional/d-7853198/china-beri-respons-keras-terhadap-tarif-trump-negara-lain-mau-negosiasi,"China Beri Respons Keras Terhadap Tarif Trump, Negara Lain Mau Negosiasi - detikNews",Detik
https://www.cnbcindonesia.com/research/20250404094601-128-623549/deretan-emiten-kena-dampak-tarif-trump-ada-perusahaan-punya-kaesang,"Deretan Emiten Kena Dampak Tarif Trump, Ada Perusahaan Punya Kaesang! - CNBC Indonesia",CNBC Indonesia
https://www.dw.com/id/negara-negara-asia-terjepit-oleh-tarif-baru-dari-as/a-72133918,Negara-Negara Asia Terjepit oleh Tarif Baru dari AS - DW.com,Dw
https://kumparan.com/kumparanbisnis/alasan-trump-berlakukan-tarif-32-persen-ke-ri-tkdn-hingga-impor-etanol-tinggi-24nsa2rq7dW,Alasan Trump Berlakukan Tarif 32 Persen ke RI: TKDN hingga Impor Etanol Tinggi - kumparan.com - Kumparan.com,Kumparan
https://www.bloombergtechnoz.com/detail-news/67576/tarif-trump-paling-keras-hantam-asean-ekonomi-makin-redup,"Tarif Trump Paling Keras Hantam ASEAN, Ekonomi Makin Redup - Bloomberg Technoz",Bloombergtechnoz
https://www.kompas.id/artikel/berakhirnya-era-keistimewaan-tarif-as,(Berakhirnya) Era Keistimewaan Tarif AS - Kompas.id,Kompas
https://www.bloombergtechnoz.com/detail-infografis/640/daftar-negara-negara-yang-dikenai-tarif-baru-trump-indonesia-32,"Daftar Negara-negara yang Dikenai Tarif Baru Trump, Indonesia 32% - Bloomberg Technoz",Bloombergtechnoz
https://www.tempo.co/internasional/indonesia-kena-tarif-impor-32-persen-berikut-rincian-tarif-trump-terhadap-15-negara-asia-1227364,"Indonesia Kena Tarif Impor 32 Persen, Berikut Rincian Tarif Trump Terhadap 15 Negara Asia - Tempo.co",Tempo
https://www.cnbcindonesia.com/research/20250403063405-128-623365/lengkap-ini-daftar-tarif-dagang-trump-ke-semua-negara-ri-kena-32,"Lengkap! Ini Daftar Tarif Dagang Trump ke Semua Negara, RI Kena 32% - CNBC Indonesia",CNBC Indonesia
https://www.antaranews.com/berita/4750317/kebijakan-tarif-trump-sebabkan-bitcoin-turun-ke-level-83000-dolar-as,Kebijakan tarif Trump sebabkan Bitcoin turun ke level 83.000 dolar AS - ANTARA News,Antara
https://www.cnbcindonesia.com/news/20250404142910-4-623593/ri-kena-sengatan-tarif-trump-pelaku-usaha-wajib-lakukan-hal-ini,"RI Kena Sengatan Tarif Trump, Pelaku Usaha Wajib Lakukan Hal Ini - CNBC Indonesia",CNBC Indonesia
https://news.detik.com/internasional/d-7854785/makin-panas-china-kenakan-tarif-34-balas-perang-dagang-trump,Makin Panas! China Kenakan Tarif 34% Balas Perang Dagang Trump - detikNews,Detik
https://www.bloombergtechnoz.com/detail-news/67516/ekspor-cpo-ri-bakal-stagnan-gegara-tarif-trump-malaysia-unggul,"Ekspor CPO RI Bakal Stagnan Gegara Tarif Trump, Malaysia Unggul - Bloomberg Technoz",Bloombergtechnoz
https://www.cnbcindonesia.com/news/20250404181312-4-623626/indonesia-hadapi-tarif-trump-begini-4-tuntutan-pengusaha-tekstil,"Indonesia Hadapi Tarif Trump, Begini 4 Tuntutan Pengusaha Tekstil - CNBC Indonesia",CNBC Indonesia
https://www.bloombergtechnoz.com/detail-news/67524/5-dampak-tarif-brutal-trump-terhadap-ekonomi-ri,5 Dampak Tarif 'Brutal' Trump Terhadap Ekonomi RI - Bloomberg Technoz,Bloombergtechnoz
https://manado.antaranews.com/berita/280109/kenapa-rusia-dan-korut-tak-kena-tarif-trump-ini-tanggapan-gedung-putih,Kenapa Rusia dan Korut tak kena tarif Trump? ini tanggapan Gedung Putih - ANTARA News Manado,Antara
https://www.detik.com/kalimantan/bisnis/d-7853764/2-alasan-trump-bikin-indonesia-kena-tarif-impor-32,2 Alasan Trump Bikin Indonesia Kena Tarif Impor 32% - detikcom,Detik
https://www.kompas.id/artikel/paradoks-negeri-paman-sam,Paradoks ”Negeri Paman Sam” - Kompas.id,Kompas
https://www.cnbcindonesia.com/news/20250403190219-4-623489/pengumuman-dari-dubes-as-ini-daftar-barang-tidak-kena-tarif-trump,Pengumuman dari Dubes AS: Ini Daftar Barang Tidak Kena Tarif Trump - CNBC Indonesia,CNBC Indonesia
https://news.detik.com/internasional/d-7853043/ini-alasan-trump-kenakan-tarif-32-untuk-barang-indonesia-yang-masuk-ke-as,Ini Alasan Trump Kenakan Tarif 32% untuk Barang Indonesia yang Masuk ke AS - detikNews,Detik
https://www.cnbcindonesia.com/entrepreneur/20250403091635-25-623392/ide-gila-perang-dagang-trump-ternyata-sudah-dirancang-sejak-1987,Ide Gila Perang Dagang Trump Ternyata Sudah Dirancang Sejak 1987 - CNBC Indonesia,CNBC Indonesia
https://news.detik.com/berita/d-7853966/instruksi-prabowo-ke-kabinet-hadapi-tarif-32-dari-trump,Instruksi Prabowo ke Kabinet Hadapi Tarif 32% dari Trump - detikNews,Detik
https://news.detik.com/internasional/d-7853927/prancis-serukan-penangguhan-investasi-di-as-buntut-tarif-brutal-donald-trump,Prancis Serukan Penangguhan Investasi di AS Buntut Tarif 'Brutal' Donald Trump - detikNews,Detik
https://money.kompas.com/read/2025/04/03/122042226/kebijakan-tarif-trump-bikin-harga-emas-melonjak,Kebijakan Tarif Trump Bikin Harga Emas Melonjak - Kompas.com,Kompas
https://www.metrotvnews.com/read/N6GCx4dw-as-resmi-kenakan-tarif-impor-barang-10-khusus-impor-dari-indonesia-kena-32,"AS Resmi Kenakan Tarif Impor Barang 10%, Khusus Impor dari Indonesia Kena 32%! - MetroTVNews.com",Metrotvnews
https://news.detik.com/berita/d-7853814/indonesia-kirim-delegasi-ke-as-nego-tarif-trump,Indonesia Kirim Delegasi ke AS Nego Tarif Trump - detikNews,Detik
https://www.antaranews.com/berita/4749393/trump-gelar-hari-pembebasan-tarif-momentum-dunia-mandiri-dari-as,"Trump gelar Hari Pembebasan tarif, momentum dunia mandiri dari AS - ANTARA News",Antara
https://news.detik.com/internasional/d-7854563/meksiko-berterima-kasih-ke-trump-atas-perlakuan-istimewa-terkait-tarif,Meksiko Berterima Kasih ke Trump Atas Perlakuan Istimewa Terkait Tarif - detikNews,Detik
https://www.bloombergtechnoz.com/detail-news/67564/vietnam-minta-kebijakan-tarif-trump-ditunda-ajak-negosiasi,"Vietnam Minta Kebijakan Tarif Trump Ditunda, Ajak Negosiasi - Bloomberg Technoz",Bloombergtechnoz
https://www.cnbcindonesia.com/market/20250404123950-17-623577/konglomerat-kehilangan-rp1000-t-setelah-trump-umumkan-tarif-baru,Konglomerat Kehilangan Rp1.000 T Setelah Trump Umumkan Tarif Baru - CNBC Indonesia,CNBC Indonesia
https://www.detik.com/jogja/bisnis/d-7854435/daftar-negara-yang-kena-tarif-impor-trump-dan-besarannya,Daftar Negara yang Kena Tarif Impor Trump dan Besarannya - detikcom,Detik
https://www.metrotvnews.com/read/bmRCE6oo-ekspor-tekstil-indonesia-makin-tertekan-imbas-tarif-trump,Ekspor Tekstil Indonesia Makin Tertekan Imbas Tarif Trump - MetroTVNews.com,Metrotvnews
https://www.cna.id/indonesia/efek-tarif-trump-badai-phk-massal-bisa-sapu-industri-tekstil-indonesia-30886,"Efek tarif Trump, badai PHK massal bisa sapu industri tekstil Indonesia - CNA.id",Cna
https://www.bloombergtechnoz.com/detail-news/67500/tarif-trump-guncang-pasar-investor-serbu-yen-emas-obligasi,"Tarif Trump Guncang Pasar: Investor Serbu Yen, Emas & Obligasi - Bloomberg Technoz",Bloombergtechnoz
https://news.detik.com/internasional/d-7854662/usai-tarif-trump-as-minta-negara-nato-tambah-anggaran-pertahanan-masing-masing,"Usai Tarif Trump, AS Minta Negara NATO Tambah Anggaran Pertahanan Masing-masing - detikNews",Detik
https://www.kompas.tv/ekonomi/584774/trump-berlakukan-tarif-timbal-balik-apa-dampaknya-bagi-indonesia-berikut-fakta-faktanya?page=all,"Trump Berlakukan Tarif Timbal Balik, Apa Dampaknya Bagi Indonesia? Berikut Fakta-Faktanya - Kompas.tv",Kompas.tv
https://indodax.com/academy/tarif-trump-btc-drop-etf-bitcoin-melonjak/,"Tarif Trump Bikin BTC Drop, Investasi Bitcoin ETF Malah Melonjak - INDODAX",Indodax
https://www.detik.com/jogja/bisnis/d-7853187/trump-kenakan-tarif-32-untuk-barang-indonesia-yang-masuk-ke-as,Trump Kenakan Tarif 32% untuk Barang Indonesia yang Masuk ke AS - detikcom,Detik
https://www.cnnindonesia.com/ekonomi/20250403092928-92-1215450/kebijakan-tarif-trump-ri-disebut-bakal-kebanjiran-barang-dari-china,"Kebijakan Tarif Trump, RI Disebut Bakal Kebanjiran Barang dari China - CNN Indonesia",CNN Indonesia
https://www.cnnindonesia.com/ekonomi/20250404093553-532-1215689/potensi-dampak-tarif-baru-donald-trump-ke-indonesia,Potensi Dampak Tarif Baru Donald Trump ke Indonesia - CNN Indonesia,CNN Indonesia
https://www.bloombergtechnoz.com/detail-news/67498/tarif-trump-perumit-tugas-the-fed-di-tengah-ancaman-resesi,Tarif Trump Perumit Tugas The Fed di Tengah Ancaman Resesi - Bloomberg Technoz,Bloombergtechnoz
https://www.cnnindonesia.com/internasional/20250403171046-134-1215630/daftar-negara-tak-kena-tarif-gila-trump-ada-musuh-as,"Daftar Negara Tak Kena Tarif Gila Trump, Ada Musuh AS - CNN Indonesia",CNN Indonesia
https://money.kompas.com/read/2025/04/04/111500226/kenapa-trump-kenakan-tarif-impor-ke-180-negara-termasuk-indonesia-ini?page=all,Kenapa Trump Kenakan Tarif Impor ke 180 Negara Termasuk Indonesia? Ini Alasannya - Kompas.com,Kompas
https://www.cnnindonesia.com/ekonomi/20250404154842-78-1215864/ekonom-pertanyakan-dasar-hitungan-tarif-trump-ke-indonesia,Ekonom Pertanyakan Dasar Hitungan Tarif Trump ke Indonesia - CNN Indonesia,CNN Indonesia
https://news.detik.com/berita/d-7853468/pimpinan-dpr-dasco-ajak-jaga-kepentingan-nasional-buntut-tarif-trump,Pimpinan DPR Dasco Ajak Jaga Kepentingan Nasional Buntut Tarif Trump - detikNews,Detik
https://www.tempo.co/ekonomi/indonesia-terancam-kebanjiran-produk-tekstil-impor-imbas-tarif-trump--1227565,Indonesia Terancam Kebanjiran Produk Tekstil Impor Imbas Tarif Trump - Tempo.co,Tempo
https://www.tempo.co/ekonomi/efek-tarif-impor-trump-ekonom-sebut-rupiah-berisiko-merosot-hingga-17-000-per-dolar-1227276,"Efek Tarif Impor Trump, Ekonom Sebut Rupiah Berisiko Merosot Hingga 17.000 per Dolar - Tempo.co",Tempo
https://www.cnbcindonesia.com/research/20250403091752-128-623394/ri-jadi-korban-baru-perang-dagang-trump-10-barang-ini-buat-as-murka,"RI Jadi Korban Baru Perang Dagang Trump, 10 Barang Ini Buat AS Murka - CNBC Indonesia",CNBC Indonesia
https://www.cnnindonesia.com/internasional/20250403192609-113-1215651/taiwan-buka-suara-soal-tarif-gila-donald-trump-ke-taipei,Taiwan Buka Suara soal Tarif Gila Donald Trump ke Taipei - CNN Indonesia,CNN Indonesia
https://money.kompas.com/read/2025/04/03/093101926/apa-dampak-kebijakan-tarif-impor-trump-untuk-indonesia?page=all,Apa Dampak Kebijakan Tarif Impor Trump untuk Indonesia? - Kompas.com,Kompas
https://www.tempo.co/ekonomi/alasan-trump-terapkan-tarif-impor-balasan-dan-dampak-negatifnya-bagi-ekspor-indonesia-1227227,Alasan Trump Terapkan Tarif Impor Balasan dan Dampak Negatifnya Bagi Ekspor Indonesia - Tempo.co,Tempo
https://www.cnbcindonesia.com/news/20250404073401-4-623535/negara-ini-tak-kena-tarif-baru-perang-dagang-trump-sama-sekali-siapa,"Negara Ini Tak Kena Tarif Baru Perang Dagang Trump Sama Sekali, Siapa? - CNBC Indonesia",CNBC Indonesia
https://www.bloombergtechnoz.com/detail-news/67505/vietnam-gagal-hindari-tarif-baru-trump-kini-kena-bea-masuk-46,"Vietnam Gagal Hindari Tarif Baru Trump, Kini Kena Bea Masuk 46% - Bloomberg Technoz",Bloombergtechnoz
https://www.cnnindonesia.com/ekonomi/20250403144443-92-1215589/10-barang-ekspor-ri-ke-as-berpotensi-paling-terdampak-tarif-trump,10 Barang Ekspor RI ke AS Berpotensi Paling Terdampak Tarif Trump - CNN Indonesia,CNN Indonesia
https://www.kompas.id/artikel/as-kembali-goyang-wto-china-panen-sengketa-dagang,"AS Kembali Goyang WTO, China Panen Sengketa Dagang - Kompas.id",Kompas
https://www.cnnindonesia.com/internasional/20250404180923-113-1215929/pernyataan-lengkap-aksi-balas-china-ke-as-soal-tarif-baru-trump,Pernyataan Lengkap Aksi Balas China ke AS soal Tarif Baru Trump - CNN Indonesia,CNN Indonesia
https://www.antaranews.com/berita/4751825/ibc-usul-perluasan-kerja-sama-perdagangan-untuk-mitigasi-tarif-trump,IBC usul perluasan kerja sama perdagangan untuk mitigasi tarif Trump - ANTARA News,Antara
https://www.cnnindonesia.com/ekonomi/20250403155828-92-1215614/beda-dengan-eropa-rusia-tak-kena-tarif-impor-trump,"Beda dengan Eropa, Rusia Tak Kena Tarif Impor Trump - CNN Indonesia",CNN Indonesia
https://money.kompas.com/read/2025/04/03/075500526/apa-tujuan-trump-terapkan-tarif-untuk-barang-impor-ke-as-?page=all,Apa Tujuan Trump Terapkan Tarif untuk Barang Impor ke AS? - Kompas.com,Kompas
https://www.kompas.id/artikel/memahami-dampak-kebijakan-tarif-trump-terhadap-perekonomian-indonesia,Memahami Dampak Kebijakan Tarif Trump terhadap Perekonomian Indonesia - Kompas.id,Kompas
https://www.bbc.com/indonesia/articles/ce8gmz7kxyzo,Dampak Tarif Trump: Indonesia akan impor lebih banyak produk energi dan agrikultur dari AS - BBC,BBC
https://www.dw.com/id/ihsg-anjlok-usai-tarif-trump-risiko-resesi-global-meningkat/a-72169796,"IHSG Anjlok Usai Tarif Trump, Risiko Resesi Global Meningkat - DW.com",Dw
https://www.detik.com/jateng/bisnis/d-7860662/daftar-lengkap-tarif-trump-untuk-semua-negara-berlaku-mulai-kapan,"Daftar Lengkap Tarif Trump untuk Semua Negara, Berlaku Mulai Kapan? - detikcom",Detik
https://www.kompas.id/artikel/apa-itu-tarif-dan-mengapa-trump-menerapkan-untuk-indonesia,Apa Itu Tarif Trump dan Bagaimana Memengaruhi Perekonomian Indonesia? - Kompas.id,Kompas
https://www.bbc.com/indonesia/articles/c62xz75w0e8o,Tarif Trump: Bagaimana undang-undang tarif AS pada 1930 memicu resesi ekonomi dan memperburuk Depresi Besar? - BBC,BBC
https://www.kompas.id/artikel/dari-kamboja-sampai-amerika-dampak-tarif-trump-bagi-warga-dunia,"Dampak Tarif Trump, dari Buruh Garmen Kamboja sampai Petani Teh Sri Lanka - Kompas.id",Kompas
https://www.kompas.id/artikel/seberapa-parah-dampak-tarif-trump-bagi-petani-ekspor-indonesia,Seberapa Parah Dampak Tarif Trump bagi Petani Ekspor Indonesia? - Kompas.id,Kompas
https://www.kompas.id/artikel/bagaimana-tarif-trump-memengaruhi-ekspor-dan-kondisi-ekonomi-makro-indonesia,Bagaimana Tarif Trump Memengaruhi Ekspor dan Kondisi Ekonomi Makro Indonesia? - Kompas.id,Kompas
https://www.kompas.id/artikel/para-ekonom-marah-dengan-tarif-trump,Tarif Trump Membuat Para Ekonom Marah - Kompas.id,Kompas
https://www.kompas.id/artikel/kebijakan-tarif-trump-senjata-makan-tuan-bagi-industri-otomotif-amerika-serikat,Kebijakan Tarif Trump: Senjata Makan Tuan bagi Industri Otomotif Amerika Serikat - Kompas.id,Kompas
https://www.kompas.id/artikel/realokasi-impor-dan-reformasi-perpajakan-jadi-jurus-bendung-tarif-trump,Penambahan Impor dan Reformasi Perpajakan Jadi ”Jurus” RI Bendung Tarif Trump - Kompas.id,Kompas
https://www.kompas.id/artikel/china-balas-tarif-trump-sejumlah-negara-untung-atau-buntung,"China Balas Tarif Trump, Sejumlah Negara Untung atau Buntung - Kompas.id",Kompas
https://www.kompas.id/artikel/bagaimana-negara-lain-tanggapi-tarif-trump,Bagaimana Negara Lain Tanggapi Tarif Trump - Kompas.id,Kompas
https://www.kompas.id/artikel/menerka-dampak-kebijakan-tarif-trump-terhadap-aksi-iklim-global,Menerka Dampak Tarif Trump terhadap Aksi Iklim Global - Kompas.id,Kompas
https://www.kompas.id/artikel/harga-emas-turun-karena-pasar-jual-aset-investasi,Harga Emas Turun karena Pasar Jual Aset Investasi Imbas Tarif Trump - Kompas.id,Kompas
https://www.kompas.id/artikel/50-negara-lebih-hubungi-trump-terkait-tarif,"Negosiasi Tarif Trump, 50 Negara Sudah Mulai ”Merayu” Gedung Putih - Kompas.id",Kompas
https://www.tempo.co/ekonomi/tarif-impor-trump-menilik-efek-buruk-terhadap-10-komoditi-ekspor-indonesia-1229306,Tarif Impor Trump: Menilik Efek Buruk Terhadap 10 Komoditi Ekspor Indonesia - Tempo.co,Tempo
https://www.tempo.co/infografik/infografik/dampak-tarif-trump-untuk-indonesia-1229178,Dampak Tarif Trump untuk Indonesia - Tempo.co,Tempo
https://www.kompas.id/artikel/keseimbangan-baru-ekonomi-dunia-pasca-tarif-20-trump,"Keseimbangan Baru Ekonomi Dunia, Pasca-Tarif 2.0 Trump - Kompas.id",Kompas
https://www.tempo.co/internasional/besaran-tarif-impor-trump-negara-negara-di-asean--1228257,Besaran Tarif Impor Trump Negara-negara di ASEAN - Tempo.co,Tempo
https://www.metrotvnews.com/read/NA0CE7P9-kebijakan-tarif-trump-bawa-angin-segar-bagi-indonesia-apa-saja,"Kebijakan Tarif Trump Bawa 'Angin Segar' bagi Indonesia, Apa Saja? - MetroTVNews.com",Metrotvnews
https://www.kompas.id/artikel/saham-bank-bumn-masih-lemah-tarif-trump-bukan-pemicu-tunggal,"Saham Bank BUMN Masih Lemah, Tarif Trump Bukan Pemicu Tunggal - Kompas.id",Kompas
https://www.republika.id/posts/57376/industri-ri-minta-perlindungan-dari-kebijakan-tarif-trump%C2%A0,Industri RI Minta Perlindungan dari Kebijakan Tarif Trump | - Republika.id,Republika
https://www.cnbcindonesia.com/news/20250409124802-4-624565/awas-ancaman-petaka-besar-efek-tarif-trump-hantam-balik-as-ri-bahaya,"Awas Ancaman Petaka Besar Efek Tarif Trump, Hantam Balik AS-RI Bahaya - CNBC Indonesia",CNBC Indonesia
https://www.cnbcindonesia.com/news/20250409180947-4-624690/tambang-ri-tak-terkena-imbas-tarif-trump-apa-iya,"Tambang RI Tak Terkena Imbas Tarif Trump, Apa Iya? - CNBC Indonesia",CNBC Indonesia
https://www.cnbcindonesia.com/news/20250405193650-4-623753/hitung-hitungan-jk-setelah-trump-naikan-tarif-buat-ri,Hitung-Hitungan JK Setelah Trump Naikan Tarif Buat RI - CNBC Indonesia,CNBC Indonesia
