word,entity_group,frequency,word_lower,mean_tfidf,freq_normalized,combined_score
beijing,NOR,1,beijing,0.02359362218241111,0.0012224938875305623,0.012408058034970835
departemen,NOR,12,departemen,0.010117388227396117,0.014669926650366748,0.012393657438881434
wib,PER,2,wib,0.022242141283153122,0.0024449877750611247,0.012343564529107124
jumat,PRD,1,jumat,0.023387763455335678,0.0012224938875305623,0.01230512867143312
jumat,EVT,1,jumat,0.023387763455335678,0.0012224938875305623,0.01230512867143312
januari,PER,2,januari,0.0220809123915303,0.0024449877750611247,0.012262950083295712
korea selatan,GPE,20,korea selatan,0.0,0.02444987775061125,0.012224938875305624
bisnis com jakarta,ORG,20,bisnis com jakarta,0.0,0.02444987775061125,0.012224938875305624
miliar,PRD,1,miliar,0.023049924608324324,0.0012224938875305623,0.012136209247927443
kompas,PRD,5,kompas,0.018016228228373902,0.006112469437652812,0.012064348833013357
asean,NOR,10,asean,0.011876304286037538,0.012224938875305624,0.012050621580671581
bitcoin,PRD,13,bitcoin,0.008176703340708103,0.01589242053789731,0.012034561939302708
mesin,PRD,13,mesin,0.00808927800149527,0.01589242053789731,0.011990849269696291
pt,ORG,12,pt,0.009139216600395251,0.014669926650366748,0.011904571625381
wakil,NOR,9,wakil,0.012698158070222865,0.011002444987775062,0.011850301528998963
news,PRD,1,news,0.022272673797075638,0.0012224938875305623,0.0117475838423031
wib,MON,1,wib,0.022242141283153122,0.0012224938875305623,0.011732317585341842
wib,NOR,1,wib,0.022242141283153122,0.0012224938875305623,0.011732317585341842
wib,PRD,1,wib,0.022242141283153122,0.0012224938875305623,0.011732317585341842
januari,PRD,1,januari,0.0220809123915303,0.0012224938875305623,0.01165170313953043
xi,PER,11,xi,0.009636011213556324,0.013447432762836185,0.011541721988196255
swiss,ORG,10,swiss,0.010067597063306913,0.012224938875305624,0.011146267969306269
mobil,ORG,1,mobil,0.021058715545946183,0.0012224938875305623,0.011140604716738372
negeri,NOR,3,negeri,0.018600824406869464,0.003667481662591687,0.011134153034730575
juni,ORG,7,juni,0.013472192895006221,0.008557457212713936,0.011014825053860079
the fed,ORG,18,the fed,0.0,0.022004889975550123,0.011002444987775062
menteri keuangan as,NOR,18,menteri keuangan as,0.0,0.022004889975550123,0.011002444987775062
fed,ORG,10,fed,0.009705543404587324,0.012224938875305624,0.010965241139946475
maret,NOR,1,maret,0.020667430438080215,0.0012224938875305623,0.010944962162805388
federal,ORG,10,federal,0.009592796169235404,0.012224938875305624,0.010908867522270514
the,LAW,2,the,0.01922335218968552,0.0024449877750611247,0.010834169982373323
direktur,ORG,6,direktur,0.014283022494279134,0.007334963325183374,0.010808992909731254
tiongkok,EVT,1,tiongkok,0.020311798240661778,0.0012224938875305623,0.01076714606409617
sam,PER,7,sam,0.01295469854624068,0.008557457212713936,0.010756077879477308
menko,NOR,12,menko,0.006701417357103322,0.014669926650366748,0.010685672003735035
prabowo,ORG,3,prabowo,0.017685006495874407,0.003667481662591687,0.010676244079233047
jerman,GPE,13,jerman,0.005405104647523592,0.01589242053789731,0.010648762592710451
ue,ORG,8,ue,0.011499758970964639,0.009779951100244499,0.010639855035604568
usd,ORG,5,usd,0.015091322864761645,0.006112469437652812,0.010601896151207229
februari,LAW,1,februari,0.019874388788649784,0.0012224938875305623,0.010548441338090173
februari,PRD,1,februari,0.019874388788649784,0.0012224938875305623,0.010548441338090173
februari,MON,1,februari,0.019874388788649784,0.0012224938875305623,0.010548441338090173
perekonomian,ORG,6,perekonomian,0.01370815443730175,0.007334963325183374,0.010521558881242562
bessent,PER,8,bessent,0.011198915011747045,0.009779951100244499,0.010489433055995772
pemerintahan,ORG,2,pemerintahan,0.01848979850473544,0.0024449877750611247,0.010467393139898282
sri,ORG,8,sri,0.011131070002599523,0.009779951100244499,0.01045551055142201
kamis april,DAT,17,kamis april,0.0,0.02078239608801956,0.01039119804400978
kamboja,GPE,17,kamboja,0.0,0.02078239608801956,0.01039119804400978
asean,ORG,7,asean,0.011876304286037538,0.008557457212713936,0.010216880749375736
direktur,NOR,5,direktur,0.014283022494279134,0.006112469437652812,0.010197745965965973
mei,LAW,1,mei,0.019144142858661815,0.0012224938875305623,0.010183318373096188
sam,ORG,6,sam,0.01295469854624068,0.007334963325183374,0.010144830935712027
saham,ORG,4,saham,0.015326592742160637,0.004889975550122249,0.010108284146141443
chip,PRD,11,chip,0.006683848905152309,0.013447432762836185,0.010065640833994248
universitas,ORG,9,universitas,0.009123349090252439,0.011002444987775062,0.01006289703901375
ue,NOR,7,ue,0.011499758970964639,0.008557457212713936,0.010028608091839288
co,PRD,3,co,0.01630454281564194,0.003667481662591687,0.009986012239116814
international,ORG,9,international,0.0088574554239533,0.011002444987775062,0.00992995020586418
negeri,LAW,1,negeri,0.018600824406869464,0.0012224938875305623,0.009911659147200012
bessent,ORG,7,bessent,0.011198915011747045,0.008557457212713936,0.00987818611223049
vietnam,ORG,1,vietnam,0.018453361140407427,0.0012224938875305623,0.009837927513968994
kepala,ORG,6,kepala,0.012291252935418303,0.007334963325183374,0.009813108130300839
uni eropa,NOR,16,uni eropa,0.0,0.019559902200488997,0.009779951100244499
paman sam,GPE,16,paman sam,0.0,0.019559902200488997,0.009779951100244499
sri mulyani indrawati,PER,16,sri mulyani indrawati,0.0,0.019559902200488997,0.009779951100244499
